,ffr,change,scheduled,decision,prime,exports,pce,ue,rgdp,cars,recess,gdpg,veloc,house,cli,spx,usd,fed_party,potus_party
1991-04-19,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,390.4500122070313,89.83999633789062,1.0,1.0
1991-04-20,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,388.4599914550781,91.3000030517578,1.0,1.0
1991-04-21,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,384.2000122070313,92.70999908447266,1.0,1.0
1991-04-22,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,384.2000122070313,92.70999908447266,1.0,1.0
1991-04-23,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,384.2000122070313,92.70999908447266,1.0,1.0
1991-04-24,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,380.9500122070313,93.80999755859376,1.0,1.0
1991-04-25,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,381.760009765625,92.93000030517578,1.0,1.0
1991-04-26,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,382.760009765625,93.1500015258789,1.0,1.0
1991-04-27,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,379.25,93.26000213623048,1.0,1.0
1991-04-28,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,379.0199890136719,93.45999908447266,1.0,1.0
1991-04-29,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,379.0199890136719,93.45999908447266,1.0,1.0
1991-04-30,5.75,-25.0,0.0,-1.0,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,379.0199890136719,93.45999908447266,1.0,1.0
1991-05-01,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,373.6600036621094,93.30999755859376,1.0,1.0
1991-05-02,,,,,9.0,15.4,3.35,6.7,3.2,12.038,0.0,3.0,7.212,1001.0,98.07528,375.3399963378906,91.54000091552734,1.0,1.0
1991-05-03,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,380.2900085449219,91.91000366210938,1.0,1.0
1991-05-04,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,380.5199890136719,92.2699966430664,1.0,1.0
1991-05-05,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,380.7999877929688,93.44000244140624,1.0,1.0
1991-05-06,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,380.7999877929688,93.44000244140624,1.0,1.0
1991-05-07,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,380.7999877929688,93.44000244140624,1.0,1.0
1991-05-08,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,380.0799865722656,92.69000244140624,1.0,1.0
1991-05-09,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,377.3200073242188,92.06999969482422,1.0,1.0
1991-05-10,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,378.510009765625,92.5999984741211,1.0,1.0
1991-05-11,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,383.25,92.51000213623048,1.0,1.0
1991-05-12,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,375.739990234375,92.37999725341795,1.0,1.0
1991-05-13,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,375.739990234375,92.37999725341795,1.0,1.0
1991-05-14,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,375.739990234375,92.37999725341795,1.0,1.0
1991-05-15,5.75,0.0,1.0,0.0,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,376.760009765625,92.01000213623048,1.0,1.0
1991-05-16,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,371.6199951171875,91.29000091552734,1.0,1.0
1991-05-17,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,368.5700073242188,90.79000091552734,1.0,1.0
1991-05-18,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,372.1900024414063,91.1500015258789,1.0,1.0
1991-05-19,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,372.3900146484375,92.9499969482422,1.0,1.0
1991-05-20,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,372.3900146484375,92.9499969482422,1.0,1.0
1991-05-21,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,372.3900146484375,92.9499969482422,1.0,1.0
1991-05-22,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,372.2799987792969,92.72000122070312,1.0,1.0
1991-05-23,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,375.3500061035156,91.81999969482422,1.0,1.0
1991-05-24,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,376.1900024414063,92.26000213623048,1.0,1.0
1991-05-25,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,374.9599914550781,91.9000015258789,1.0,1.0
1991-05-26,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,377.489990234375,91.73999786376952,1.0,1.0
1991-05-27,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,377.489990234375,91.73999786376952,1.0,1.0
1991-05-28,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,377.489990234375,91.73999786376952,1.0,1.0
1991-05-29,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,377.489990234375,91.73999786376952,1.0,1.0
1991-05-30,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,381.9400024414063,91.16000366210938,1.0,1.0
1991-05-31,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,382.7900085449219,92.0199966430664,1.0,1.0
1991-06-01,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,386.9599914550781,92.18000030517578,1.0,1.0
1991-06-02,,,,,8.5,15.4,3.45,6.9,3.2,12.487,0.0,3.0,7.212,996.0,98.4444,389.8299865722656,93.12999725341795,1.0,1.0
1991-06-03,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,389.8299865722656,93.12999725341795,1.0,1.0
1991-06-04,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,389.8299865722656,93.12999725341795,1.0,1.0
1991-06-05,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,388.05999755859375,93.44000244140624,1.0,1.0
1991-06-06,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,387.739990234375,93.29000091552734,1.0,1.0
1991-06-07,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,385.0899963378906,93.4800033569336,1.0,1.0
1991-06-08,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,383.6300048828125,93.6999969482422,1.0,1.0
1991-06-09,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,379.4299926757813,94.55999755859376,1.0,1.0
1991-06-10,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,379.4299926757813,94.55999755859376,1.0,1.0
1991-06-11,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,379.4299926757813,94.55999755859376,1.0,1.0
1991-06-12,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,378.5700073242188,94.55999755859376,1.0,1.0
1991-06-13,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,381.0499877929688,94.86000061035156,1.0,1.0
1991-06-14,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,376.6499938964844,95.55999755859376,1.0,1.0
1991-06-15,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,377.6300048828125,95.91000366210938,1.0,1.0
1991-06-16,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,382.2900085449219,95.79000091552734,1.0,1.0
1991-06-17,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,382.2900085449219,95.79000091552734,1.0,1.0
1991-06-18,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,382.2900085449219,95.79000091552734,1.0,1.0
1991-06-19,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,380.1300048828125,95.77999877929688,1.0,1.0
1991-06-20,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,378.5899963378906,96.7300033569336,1.0,1.0
1991-06-21,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,375.0899963378906,95.5500030517578,1.0,1.0
1991-06-22,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,375.4200134277344,95.38999938964844,1.0,1.0
1991-06-23,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,377.75,95.80999755859376,1.0,1.0
1991-06-24,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,377.75,95.80999755859376,1.0,1.0
1991-06-25,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,377.75,95.80999755859376,1.0,1.0
1991-06-26,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,370.9400024414063,95.0500030517578,1.0,1.0
1991-06-27,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,370.6499938964844,95.5500030517578,1.0,1.0
1991-06-28,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,371.5899963378906,95.3000030517578,1.0,1.0
1991-06-29,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,374.3999938964844,95.51000213623048,1.0,1.0
1991-06-30,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,371.1600036621094,96.05999755859376,1.0,1.0
1991-07-01,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,371.1600036621094,96.05999755859376,1.0,1.0
1991-07-02,,,,,8.5,15.4,3.23,6.9,3.2,12.719,0.0,3.0,7.212,1036.0,98.7811,371.1600036621094,96.05999755859376,1.0,1.0
1991-07-03,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,377.9200134277344,96.80999755859376,1.0,1.0
1991-07-04,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,377.4700012207031,97.1500015258789,1.0,1.0
1991-07-05,5.75,0.0,1.0,0.0,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,373.3299865722656,97.06999969482422,1.0,1.0
1991-07-06,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,373.3299865722656,97.06999969482422,1.0,1.0
1991-07-07,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,374.0799865722656,96.70999908447266,1.0,1.0
1991-07-08,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,374.0799865722656,96.70999908447266,1.0,1.0
1991-07-09,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,374.0799865722656,96.70999908447266,1.0,1.0
1991-07-10,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,377.9400024414063,96.02999877929688,1.0,1.0
1991-07-11,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,376.1099853515625,96.4800033569336,1.0,1.0
1991-07-12,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,375.739990234375,96.3499984741211,1.0,1.0
1991-07-13,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,376.9700012207031,97.18000030517578,1.0,1.0
1991-07-14,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,380.25,95.05999755859376,1.0,1.0
1991-07-15,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,380.25,95.05999755859376,1.0,1.0
1991-07-16,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,380.25,95.05999755859376,1.0,1.0
1991-07-17,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,382.3900146484375,95.20999908447266,1.0,1.0
1991-07-18,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,381.5400085449219,95.58000183105467,1.0,1.0
1991-07-19,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,381.1799926757813,95.23999786376952,1.0,1.0
1991-07-20,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,385.3699951171875,94.66000366210938,1.0,1.0
1991-07-21,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,384.2200012207031,93.4800033569336,1.0,1.0
1991-07-22,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,384.2200012207031,93.4800033569336,1.0,1.0
1991-07-23,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,384.2200012207031,93.4800033569336,1.0,1.0
1991-07-24,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,382.8800048828125,94.16999816894533,1.0,1.0
1991-07-25,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,379.4200134277344,94.0,1.0,1.0
1991-07-26,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,378.6400146484375,93.2300033569336,1.0,1.0
1991-07-27,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,380.9599914550781,94.19000244140624,1.0,1.0
1991-07-28,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,380.9299926757813,93.5199966430664,1.0,1.0
1991-07-29,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,380.9299926757813,93.5199966430664,1.0,1.0
1991-07-30,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,380.9299926757813,93.5199966430664,1.0,1.0
1991-07-31,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,383.1499938964844,93.75,1.0,1.0
1991-08-01,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,386.6900024414063,94.0,1.0,1.0
1991-08-02,,,,,8.5,9.8,3.1,6.8,2.0,12.972,0.0,3.2,7.166,1063.0,99.03812,387.80999755859375,93.48999786376952,1.0,1.0
1991-08-03,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,387.1199951171875,93.9800033569336,1.0,1.0
1991-08-04,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,387.1799926757813,93.36000061035156,1.0,1.0
1991-08-05,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,387.1799926757813,93.36000061035156,1.0,1.0
1991-08-06,5.5,-25.0,0.0,-1.0,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,387.1799926757813,93.36000061035156,1.0,1.0
1991-08-07,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,385.05999755859375,92.33999633789062,1.0,1.0
1991-08-08,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,390.6199951171875,91.87999725341795,1.0,1.0
1991-08-09,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,390.55999755859375,92.01000213623048,1.0,1.0
1991-08-10,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,389.3200073242188,92.3000030517578,1.0,1.0
1991-08-11,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,387.1199951171875,92.86000061035156,1.0,1.0
1991-08-12,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,387.1199951171875,92.86000061035156,1.0,1.0
1991-08-13,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,387.1199951171875,92.86000061035156,1.0,1.0
1991-08-14,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,388.0199890136719,92.6999969482422,1.0,1.0
1991-08-15,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,389.6199951171875,92.97000122070312,1.0,1.0
1991-08-16,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,389.8999938964844,93.1999969482422,1.0,1.0
1991-08-17,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,389.3299865722656,93.73999786376952,1.0,1.0
1991-08-18,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,385.5799865722656,94.37999725341795,1.0,1.0
1991-08-19,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,385.5799865722656,94.37999725341795,1.0,1.0
1991-08-20,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,385.5799865722656,94.37999725341795,1.0,1.0
1991-08-21,5.5,0.0,1.0,0.0,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,376.4700012207031,96.45999908447266,1.0,1.0
1991-08-22,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,379.4299926757813,95.45999908447266,1.0,1.0
1991-08-23,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,390.5899963378906,93.2300033569336,1.0,1.0
1991-08-24,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,391.3299865722656,92.9000015258789,1.0,1.0
1991-08-25,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,394.1700134277344,93.58999633789062,1.0,1.0
1991-08-26,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,394.1700134277344,93.58999633789062,1.0,1.0
1991-08-27,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,394.1700134277344,93.58999633789062,1.0,1.0
1991-08-28,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,393.8500061035156,93.5,1.0,1.0
1991-08-29,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,393.05999755859375,93.5999984741211,1.0,1.0
1991-08-30,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,396.6400146484375,93.13999938964844,1.0,1.0
1991-08-31,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,396.4700012207031,93.37000274658205,1.0,1.0
1991-09-01,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,395.4299926757813,93.48999786376952,1.0,1.0
1991-09-02,,,,,8.5,9.8,2.91,6.9,2.0,12.565,0.0,3.2,7.166,1049.0,99.17667,395.4299926757813,93.48999786376952,1.0,1.0
1991-09-03,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,395.4299926757813,93.48999786376952,1.0,1.0
1991-09-04,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,395.4299926757813,93.48999786376952,1.0,1.0
1991-09-05,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,392.1499938964844,92.97000122070312,1.0,1.0
1991-09-06,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,389.9700012207031,92.91999816894533,1.0,1.0
1991-09-07,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,389.1400146484375,93.0,1.0,1.0
1991-09-08,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,389.1000061035156,92.11000061035156,1.0,1.0
1991-09-09,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,389.1000061035156,92.11000061035156,1.0,1.0
1991-09-10,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,389.1000061035156,92.11000061035156,1.0,1.0
1991-09-11,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,388.5700073242188,91.11000061035156,1.0,1.0
1991-09-12,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,384.55999755859375,91.16999816894533,1.0,1.0
1991-09-13,5.25,-25.0,0.0,-1.0,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,385.0899963378906,90.9499969482422,1.0,1.0
1991-09-14,,,,,8.5,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,387.3399963378906,90.7699966430664,1.0,1.0
1991-09-15,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,383.5899963378906,90.77999877929688,1.0,1.0
1991-09-16,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,383.5899963378906,90.77999877929688,1.0,1.0
1991-09-17,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,383.5899963378906,90.77999877929688,1.0,1.0
1991-09-18,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,385.7799987792969,90.33999633789062,1.0,1.0
1991-09-19,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,385.5,90.19000244140624,1.0,1.0
1991-09-20,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,386.9400024414063,90.83000183105467,1.0,1.0
1991-09-21,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,387.55999755859375,90.9499969482422,1.0,1.0
1991-09-22,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,387.9200134277344,90.77999877929688,1.0,1.0
1991-09-23,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,387.9200134277344,90.77999877929688,1.0,1.0
1991-09-24,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,387.9200134277344,90.77999877929688,1.0,1.0
1991-09-25,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,385.9200134277344,90.06999969482422,1.0,1.0
1991-09-26,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,387.7099914550781,90.8499984741211,1.0,1.0
1991-09-27,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,386.8800048828125,90.5500030517578,1.0,1.0
1991-09-28,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,386.489990234375,90.83000183105467,1.0,1.0
1991-09-29,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,385.8999938964844,90.12000274658205,1.0,1.0
1991-09-30,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,385.8999938964844,90.12000274658205,1.0,1.0
1991-10-01,,,,,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,385.8999938964844,90.12000274658205,1.0,1.0
1991-10-02,5.25,0.0,1.0,0.0,8.0,9.8,2.9,6.9,2.0,13.107,0.0,3.2,7.166,1015.0,99.20341,387.8599853515625,89.9000015258789,1.0,1.0
1991-10-03,,,,,8.0,9.3,2.83,7.0,1.4,12.217,0.0,2.4,7.058,1079.0,99.1512,389.2000122070313,90.0199966430664,1.0,1.0
1991-10-04,,,,,8.0,9.3,2.83,7.0,1.4,12.217,0.0,2.4,7.058,1079.0,99.1512,388.260009765625,89.8499984741211,1.0,1.0
1991-10-05,,,,,8.0,9.3,2.83,7.0,1.4,12.217,0.0,2.4,7.058,1079.0,99.1512,384.4700012207031,89.5199966430664,1.0,1.0
1991-10-06,,,,,8.0,9.3,2.83,7.0,1.4,12.217,0.0,2.4,7.058,1079.0,99.1512,381.25,90.05999755859375,1.0,1.0
1991-10-07,,,,,8.0,9.3,2.83,7.0,1.4,12.217,0.0,2.4,7.058,1079.0,99.1512,381.25,90.05999755859375,1.0,1.0
